Country Name,Year,Fixed broadband subscriptions,Fixed telephone subscriptions,GDP,Individuals using the Internet,Unemployment
Post-demographic dividend,2020,0.3672313081826177,407506006.0,50004904334179.586,0.8862266269492036,0.06707652739053005
French Polynesia,2020,0.2119766826,94000.0,5792545870.806137,,0.12879
Qatar,2020,0.1072770646,454701.0,144411363351.64835,0.9965284913000001,0.0014000000000000002
Romania,2020,0.29239342090000003,3025000.0,251362514349.69714,0.7845526895,0.05035
Russian Federation,2020,0.23225017950000001,25892405.0,1493075894362.1426,0.8499466978,0.05589
Rwanda,2020,0.0013452390899999999,11671.0,10174387614.255817,0.23800000000000002,0.11829
South Asia,2020,0.020501600779808022,27836154.0,3493120726807.8936,0.3897612268970413,0.07550048851807953
Saudi Arabia,2020,0.2191915372,5749058.0,734271200000.0,0.9786233249999999,0.0745
Sudan,2020,0.00064765268,129408.0,27034593750.0,0.284,0.12368
Senegal,2020,0.01079105044,228774.0,24530513037.751846,0.47179425090000005,0.03405
Singapore,2020,0.25545401170000004,1891000.0,349488382610.662,0.9200434653,0.040999999999999995
Solomon Islands,2020,0.0014467801899999998,7000.0,1536145814.1700656,0.35881457930000005,0.00852
Sierra Leone,2020,2.186066e-05,189.0,4062906265.7332044,0.18,0.03485
El Salvador,2020,0.09312331959,894000.0,24921190000.0,0.5460136976,0.05008
San Marino,2020,0.3234628165,16000.0,1541247883.9935052,0.7048342785,
Somalia,2020,0.0071959777999999995,91000.0,9204140383.176119,,0.1935
Serbia,2020,0.2518349944,2572254.0,53356484591.43781,0.7836804864,0.09011
Sub-Saharan Africa (excluding high income),2020,0.005646653058656014,7679420.0,1714838253754.9446,0.3182020991187512,0.06566972842138064
South Sudan,2020,,,,0.065,0.14204
Sub-Saharan Africa,2020,0.005677077442985767,7698302.0,1716220805506.514,0.31824289506469683,0.06566972842138062
Small states,2020,0.13976742582004703,2914157.0,219068216684.6332,0.7022858295336989,0.09092816530217
Sao Tome and Principe,2020,0.011489153450000001,2790.0,471229484.6071443,0.40310672420000004,0.15183
Suriname,2020,0.1519936086,103240.0,2911807496.2022653,0.6208563779,0.08726
Slovak Republic,2020,0.3118307631,648462.0,106737868873.94115,0.8992090413,0.06719
Slovenia,2020,0.307702297,704909.0,53734526854.22894,0.8660130109,0.04974
Sweden,2020,0.4030847808,1478610.0,547054174235.87585,0.9453943121999999,0.08291
Eswatini,2020,0.023134615950000003,46966.0,3982236693.831596,0.5642093687999999,0.34232
Sint Maarten (Dutch part),2020,,,1236428100.558659,,
Seychelles,2020,0.3313370606,18882.0,1382551751.5690813,0.7546919577,
Syrian Arab Republic,2020,0.07452607630000001,2857193.0,11155888304.002296,0.3578,0.15176
Turks and Caicos Islands,2020,,4000.0,774653669.315186,,
Chad,2020,0.0,5340.0,10715396042.334282,0.11660191980000001,0.01693
East Asia & Pacific (IDA & IBRD countries),2020,0.25479085796619577,214508590.0,17465773779184.096,0.6617135749465822,0.043871273624370384
Europe & Central Asia (IDA & IBRD countries),2020,0.2063531521321631,74789162.0,3900798423599.7705,0.8010138719374399,0.07117403390868757
Togo,2020,0.006242878360000001,46499.0,7400284167.784795,0.2907583302,0.022109999999999998
Thailand,2020,0.1605898338,5003000.0,500461898480.24554,0.7784374065999999,0.01099
Tajikistan,2020,0.00062871947,502000.0,8133963550.657425,,0.07176
Turkmenistan,2020,0.03785190734,781170.0,45818000000.0,,0.04489
Latin America & the Caribbean (IDA & IBRD countries),2020,0.1511453472442548,91589434.0,4561296585538.663,0.7395262478048741,0.10368926196110666
Timor-Leste,2020,6.38464e-05,2012.0,2162619200.0,0.3412927356,0.027919999999999997
Middle East & North Africa (IDA & IBRD countries),2020,0.08776344083014881,57307023.0,1308832802715.092,0.6828199519633351,0.11909414658288713
Tonga,2020,0.04750413286,7000.0,484796854.9187562,0.6664843101,0.02675
South Asia (IDA & IBRD),2020,0.020501600779808022,27836154.0,3493120726807.8936,0.3897612268970413,0.07550048851807954
Sub-Saharan Africa (IDA & IBRD countries),2020,0.005677077442985769,7698302.0,1716220805506.515,0.3182428950646969,0.06566972842138064
Trinidad and Tobago,2020,0.2481782067,323905.0,20807571314.304337,0.7867115844,0.04206000000000001
Tunisia,2020,0.10974793619999999,1533273.0,42491816475.71184,0.7280748713,0.17576
Turkiye,2020,0.19890376029999998,12448604.0,720338498174.7438,0.776695605,0.13147999999999999
Tuvalu,2020,,2000.0,51746594.31485426,,
Tanzania,2020,0.01840396841,72469.0,66068737786.06392,0.23447508760000002,0.02781
Uganda,2020,0.00077910828,90774.0,37600368239.882416,0.061,0.03914
Ukraine,2020,0.1861701348,3314263.0,156617722013.3422,0.7503790911999999,0.09475
Upper middle income,2020,0.23453143961625186,358419009.0,22969949394569.797,0.7016492920904186,0.06707849486211372
Uruguay,2020,0.31019956919999997,1203473.0,53668636567.86667,0.8631019102999999,0.1033
United States,2020,0.3608718139,101799000.0,21322950000000.0,0.9062047017,0.08055
Uzbekistan,2020,0.1583519693,5474233.0,60224701296.78847,0.7109999824000001,0.052930000000000005
St. Vincent and the Grenadines,2020,0.2363808395,17439.0,869111111.111111,0.80429529,0.20562999999999998
"Venezuela, RB",2020,0.08991404944999999,5251182.0,,,0.0753
British Virgin Islands,2020,0.2293756066,20412.0,,,
Virgin Islands (U.S.),2020,,76000.0,4189000000.0,,0.14836
Viet Nam,2020,0.1727829923,3205775.0,346615738537.7963,0.7030000012000001,0.021030000000000004
Vanuatu,2020,0.00893530327,3472.0,909421043.508407,0.5327502287,0.04046
World,2020,0.15794459786117598,903104188.0,85577718250195.55,0.5956913843578928,0.06585287531430707
Samoa,2020,0.00787236715,6000.0,868898358.2664367,0.6920598813,0.10214000000000001
Kosovo,2020,,,7717145217.812473,,
"Yemen, Rep.",2020,0.01211124529,1240000.0,,,0.17972000000000002
South Africa,2020,0.02216010748,2098802.0,338291396026.6977,0.7032030996,0.24339
Zambia,2020,0.00434901941,71844.0,18137764931.280766,0.1805191463,0.06032
Zimbabwe,2020,0.01298438652,252067.0,21509698406.111595,0.29298565320000003,0.08621000000000001
Aruba,2021,0.17834347080000001,35000.0,3103184101.5135417,,
Africa Eastern and Southern,2021,0.007989755296866484,4172738.0,1086772164579.8655,0.2766065378135101,0.07964493093555416
Afghanistan,2021,0.00066260241,145787.0,14266499429.874573,,0.11933999999999999
Africa Western and Central,2021,0.003635268152873639,2551469.0,845993047006.8054,0.469904973070537,0.04524016135397562
Angola,2021,0.00391249954,120001.0,66505129987.72355,0.3260230173,0.15799
Albania,2021,0.1959547555,197690.0,17930565118.81762,0.7932371752,0.12473000000000001
Andorra,2021,0.49850697169999997,49769.0,3324683011.5903006,0.9389752157,
Arab World,2021,0.0972405002319894,40713027.0,2969116805615.5825,0.7630907665103185,0.10783297115099787
United Arab Emirates,2021,0.3815269685,2242982.0,415178792756.97754,1.0,0.03105
Argentina,2021,0.2316815374,7626361.0,487902572164.3484,0.8715070683,0.08736000000000001
Armenia,2021,0.1671893038,418122.0,13878908628.937809,0.7861225758,0.10012
American Samoa,2021,,10000.0,750000000.0,,
Antigua and Barbuda,2021,0.08581849389,27000.0,1601366666.6666665,0.9566338946999999,
Australia,2021,0.3504743956,6717379.0,1559033756285.1294,0.9623999999999999,0.05116
Austria,2021,0.2905151511,3808709.0,479295362747.0466,0.9252915104,0.06459
Azerbaijan,2021,0.19932576310000003,1644300.0,54825411764.70589,0.86,0.0604
Burundi,2021,0.00031494964,15976.0,2775798697.4602237,0.05804921577,0.0111
Belgium,2021,0.4237792621,3305360.0,600904461226.3469,0.9278867618,0.06264
Benin,2021,0.0015910723299999998,11493.0,17687623530.335533,0.33965330889999995,0.01694
Burkina Faso,2021,0.0007371265400000001,81374.0,19643166853.66414,0.21579827340000002,0.051100000000000007
Bangladesh,2021,0.06575890134,291438.0,416271647002.4352,0.3891744466,0.05815000000000001
Bulgaria,2021,0.32727711309999996,787637.0,84041493015.66185,0.7527144583,0.05267
Bahrain,2021,0.1142028272,262161.0,39288670212.76596,1.0,0.01551
"Bahamas, The",2021,0.20347825230000002,85705.0,11368900000.0,0.9429380729000001,0.11694
Bosnia and Herzegovina,2021,0.24393363010000002,689295.0,23672712242.214893,0.7567620138,0.14897
Belarus,2021,0.3381524525,4332754.0,69673747131.86996,0.8688841196,0.039
Belize,2021,0.08999302554,19000.0,2424575179.378305,0.619941698,0.10157
Bermuda,2021,0.35833917579999996,25000.0,7286607000.0,,
Bolivia,2021,0.09334613301,550011.0,40406111693.198265,0.6597737850000001,0.050890000000000005
Brazil,2021,0.1943646112,28887392.0,1670647399034.6658,0.8068989313999999,0.13159
Barbados,2021,0.3647368421,120980.0,4945276000.0,0.8582,0.09417
Brunei Darussalam,2021,0.17831570389999998,112298.0,14006496617.445808,0.9808,0.04905
Bhutan,2021,0.00357176849,19680.0,2768802803.1814113,0.8563688389,0.04804
Botswana,2021,0.03477059198,93811.0,18750946600.142254,0.735,0.23106000000000002
Central African Republic,2021,9.143959999999999e-05,2000.0,2516498412.463837,0.1058263964,0.06676
Canada,2021,0.4206971289,11783000.0,2007472181464.1519,0.9283401664,0.07527
Central Europe and the Baltics,2021,0.28965928669439356,16284976.0,1908203520080.4954,0.8471241115685033,0.04486592812806735
Switzerland,2021,0.48029455759999995,2954444.0,813408787222.4987,0.9556937168,0.05097
Channel Islands,2021,,,11138490591.65705,,0.06609
Chile,2021,0.2197242893,2510972.0,315515014838.5395,0.9019336882000001,0.09325
China,2021,0.375755001,180701000.0,17820459508852.184,0.730532414,0.0455
Cote d'Ivoire,2021,0.01219295305,265383.0,72794636653.77934,0.4542553268,0.0259
Cameroon,2021,0.022106188590000003,867119.0,44993521774.06597,0.4560217394,0.03951
"Congo, Dem. Rep.",2021,0.00032327322,0.0,55328482783.539345,0.22901584889999999,0.05273
"Congo, Rep.",2021,0.0025938148,,14825690210.030796,,0.22077000000000002
Colombia,2021,0.16371760210000003,7567395.0,318524633225.39514,0.7302837449,0.13898
Comoros,2021,0.00149824859,7407.0,1296089479.9197786,0.2733694319,0.058570000000000004
Cabo Verde,2021,0.051931794020000005,54811.0,2051842609.6455781,0.6976225648000001,0.13906000000000002
Costa Rica,2021,0.2054279848,503455.0,64960725734.19655,0.8274901606999999,0.15139
Caribbean small states,2021,0.1838447572616066,573277.0,36706592898.692474,0.7900819693354788,0.12395407396109154
Cuba,2021,0.026413572689999998,1539269.0,,0.7111907506999999,0.01373
Curacao,2021,0.317109563,53095.0,2739608133.1843576,,
Cayman Islands,2021,0.4696489374,36000.0,6060026509.585386,,
Cyprus,2021,0.38375450450000004,304581.0,29482912835.364185,0.9075951564,0.07513
Czechia,2021,0.3756959304,1302466.0,281791218507.0996,0.8267062427,0.02803
Germany,2021,0.4421676463,38490000.0,4278503934689.8535,0.9143060973,0.036379999999999996
Djibouti,2021,0.01318701795,27326.0,3385825228.8699703,0.6886318451,0.27548
Dominica,2021,0.1944843396,7459.0,555266666.6666666,0.8093300506,
Denmark,2021,0.4468800391,714807.0,405687998852.6912,0.988658506,0.05043
Dominican Republic,2021,0.09758331494,1154670.0,94243425938.36469,0.8524298638000001,0.07702
Algeria,2021,0.09455018178999999,5097059.0,186265418570.69662,0.7077,0.13607
East Asia & Pacific (excluding high income),2021,0.2819045463345329,214091526.0,20840018387172.934,0.7028867141945438,0.0412867163385659
Early-demographic dividend,2021,0.05479105060731877,175662847.0,12771307369960.527,0.5194956713517148,0.06659520468942567
East Asia & Pacific,2021,0.29002265867796057,325254356.0,31148240510250.83,0.7224826052426497,0.040617788710232826
Europe & Central Asia (excluding high income),2021,0.19373454022008904,36725849.0,1659440839146.6958,0.8095123370170038,0.08837180472733104
Europe & Central Asia,2021,0.3103950563864193,254383035.0,25331394418403.785,0.8651401591414627,0.06862582212134433
Ecuador,2021,0.1371040599,1846666.0,107435101000.0,0.7620289766,0.04552
"Egypt, Arab Rep.",2021,0.09917307341,11030900.0,424671765455.7043,0.7206,0.07441
Euro area,2021,0.39907173788575045,143964079.0,14754625131073.303,0.8722063129223847,0.07730066946159493
Eritrea,2021,0.00138109644,66000.0,,0.21730386280000002,0.06341000000000001
Spain,2021,0.3511320114,19060635.0,1445651653604.628,0.9389752157,0.14781
Estonia,2021,0.3744288595,296620.0,36864792511.63506,0.9097970174,0.06178
Ethiopia,2021,0.00421339583,885300.0,111261882958.4261,0.166981031,0.03935
European Union,2021,0.37861399431188325,158903699.0,17315127119106.457,0.8697094059977739,0.07022608130847724
Fragile and conflict affected situations,2021,0.02243317184096435,18826799.0,1796274437015.524,0.38439999819772774,0.06773159608128441
Finland,2021,0.33670568889999997,207000.0,296470417085.26654,0.9280806081999999,0.07606
Fiji,2021,0.024942408149999998,48510.0,4305031649.741891,0.8765996651000001,0.04678
France,2021,0.4879016809,38097000.0,2959355819170.495,0.8609548574999999,0.07873999999999999
Faroe Islands,2021,0.34871804570000003,15341.0,3655063937.931448,,
"Micronesia, Fed. Sts.",2021,0.05303586108,7000.0,390000000.0,0.4040961941,
Gabon,2021,0.02691677996,31708.0,20217946921.20645,0.7174940641,0.21233000000000002
United Kingdom,2021,0.41350430969999996,31703000.0,3141506156618.7026,0.9668023657,0.04826
Georgia,2021,0.2686198436,345309.0,18853115588.81058,0.7644271451,0.11794
Ghana,2021,0.00348865141,315271.0,79524421861.27426,0.682,0.03338
Gibraltar,2021,0.6752984389,17167.0,,,
Guinea,2021,7.389942e-05,0.0,16091817842.13176,0.3468012393,0.057670000000000006
"Gambia, The",2021,0.0018939996600000001,60000.0,2014158842.6539373,0.3296228971,0.062060000000000004
Guinea-Bissau,2021,0.00160283707,,1724555634.365944,0.3515498736,0.03628
Equatorial Guinea,2021,0.00105110782,11304.0,12215878032.716585,0.5392240217,0.09194000000000001
Greece,2021,0.42459885319999996,4912074.0,214667807441.20197,0.7849426371,0.14657
Grenada,2021,0.24457106169999998,26011.0,1122800000.0,0.7776723663,
Greenland,2021,0.29836601890000003,,3235809504.298714,,
Guatemala,2021,,2319643.0,86053083476.02939,0.5084164945,0.02174
Guam,2021,0.01759179988,70000.0,6234000000.0,,0.06001
Guyana,2021,0.118075934,125000.0,8041362110.31175,0.8479357265999999,0.14926999999999999
High income,2021,0.35408115133960516,458649460.0,62461025675219.555,0.8989087757234206,0.05557489786045965
"Hong Kong SAR, China",2021,0.39166688239999997,3804405.0,368954169748.81805,0.9308715788,0.05174
Honduras,2021,0.04100436003999999,465521.0,28144331506.614887,0.4808351858,0.0794
Heavily indebted poor countries (HIPC),2021,0.006715542809833008,5400033.0,902263213997.8197,0.28488517801403646,0.05002778647505347
Croatia,2021,0.2582399354,1268941.0,69602166351.47713,0.8125396608,0.07608
Haiti,2021,0.0027079985299999997,6000.0,20877414952.63745,0.3894501834,0.15253
Hungary,2021,0.3483224038,2955979.0,182109999477.69073,0.8864083466,0.04045
IBRD only,2021,0.17549491848417614,444120526.0,35740404315658.11,0.6579921678143577,0.06266358048650739
IDA & IBRD total,2021,0.1335515065682593,469088512.0,38378968351134.195,0.5815764895332847,0.06125997557974363
IDA total,2021,0.019447096227299954,24967986.0,2639992963139.394,0.3499881753196125,0.05658217577798399
IDA blend,2021,0.020766537037366275,10266618.0,1104603036389.7961,0.39395711808477224,0.06035065082657342
Indonesia,2021,0.04536720085,9019476.0,1186509691086.7307,0.6210447842,0.03827
IDA only,2021,0.018793461174167983,14701368.0,1535389926749.598,0.32447262927778986,0.054865188860962644
Isle of Man,2021,,,7931193222.064053,,
India,2021,0.01957992894,23773751.0,3167270623260.5225,0.4631,0.0638
Not classified,2021,,,,,
Ireland,2021,0.31625163489999997,1595061.0,513391778882.86,0.9516956666999999,0.06194
"Iran, Islamic Rep.",2021,0.12141130929999999,29306782.0,359096907772.2729,0.785957366,0.09282
Iraq,2021,0.1467003688,2541129.0,209691945713.10345,0.4891718718,0.16172999999999998
Iceland,2021,0.38647170799999997,100482.0,25797870984.2963,0.9968701957,0.060289999999999996
Israel,2021,0.2985095941,3500000.0,488526545878.89136,0.9029689758,0.04812
Italy,2021,0.3154354812,19994902.0,2154875493744.9265,0.748623274,0.09497
Jamaica,2021,0.14623223019999998,473617.0,14657586159.431625,0.8236071561,0.051879999999999996
Jordan,2021,0.0641130406,427517.0,46296100140.84507,0.85999997,0.19837
Japan,2021,0.3501207062,61583600.0,5034620784584.983,0.8291407928,0.02828
Kazakhstan,2021,0.1434430766,2980600.0,197112255360.61234,0.9092395070000001,0.05556
Kenya,2021,0.01488514028,61096.0,109703658904.99373,0.2875752799,0.056929999999999994
Kyrgyz Republic,2021,0.04427257629,299000.0,9249133946.265314,0.7792035931,0.04096
Cambodia,2021,0.02026900559,40296.0,26961061151.733734,0.601524023,0.00396
Kiribati,2021,0.00232785511,0.0,289207526.3066171,0.536270365,
St. Kitts and Nevis,2021,0.4226358022,15700.0,858622222.2222222,0.7947306769,
"Korea, Rep.",2021,0.44268196930000003,23213189.0,1818432106880.0369,0.9757132662,0.03639
Kuwait,2021,0.01657931999,,141777271268.69412,0.997,0.02997
Latin America & Caribbean (excluding high income),2021,0.16863457266165266,82157469.0,4690738841614.132,0.7559261708172013,0.09238851735235412
Lao PDR,2021,0.0203035451,1300195.0,18827148530.934723,0.62,0.01997
Lebanon,2021,0.07725701909999999,875480.0,23131941556.784348,0.8658903046,0.12621000000000002
Liberia,2021,0.0025031693999999997,6000.0,3513049520.0,0.33633159050000005,0.037919999999999995
Libya,2021,0.0492927017,1576000.0,47786789103.81721,,0.19594999999999999
St. Lucia,2021,0.2119653552,14182.0,1834796401.6326072,0.7809560329,0.20514
Latin America & Caribbean,2021,0.1676164061066037,91673436.0,5578001135446.183,0.76158222967072,0.0916755715897365
Least developed countries: UN classification,2021,0.015572182265625708,6891983.0,1266743958589.0857,0.2975478502114682,0.05827431180872217
Low income,2021,0.004750178791755727,7360522.0,466420564539.2052,0.19985695213606416,0.05654376817189713
Liechtenstein,2021,0.4752683214,11513.0,7710380085.922573,0.9556937637,
Sri Lanka,2021,0.1098886024,2869186.0,88609332762.47295,0.4445308724,0.05258
Lower middle income,2021,0.03535548142665093,67737376.0,6894335373844.591,0.4741068685850485,0.06051357610233688
Low & middle income,2021,0.12937022474008628,429951625.0,34734957850217.363,0.5708441401551154,0.06147954031089901
Lesotho,2021,0.00350565911,9559.0,2406780518.528112,0.4798299869,0.18129
Late-demographic dividend,2021,0.3054668062976462,297857929.0,26872794398412.043,0.7668780241139472,0.05509314199513739
Lithuania,2021,0.2879345135,290711.0,66798933785.77024,0.8693054425,0.07112
Luxembourg,2021,0.38096668180000004,266070.0,85584105993.87459,0.9866086332999999,0.052469999999999996
Latvia,2021,0.2613789603,192088.0,39443126174.43347,0.9117964988,0.07513
"Macao SAR, China",2021,0.2994973835,99474.0,30969334705.051456,0.8846810492,0.02252
St. Martin (French part),2021,,,649206262.8475188,,
Morocco,2021,0.060819345770000005,2511357.0,141817797083.46814,0.8813031937,0.10539
Monaco,2021,0.5767322684,45340.0,8626081320.506119,0.8609548574999999,
Moldova,2021,0.2490058814,1000228.0,13691869264.079353,0.6128776161,0.007940000000000001
Madagascar,2021,0.00106976661,26271.0,14554754116.542673,0.1973016812,0.03415
Maldives,2021,0.1467385676,14005.0,5254366312.276479,0.8576058261999999,0.05021
Middle East & North Africa,2021,0.1189240831852354,73489835.0,3780277127064.963,0.7737353453967551,0.10108600541376989
Mexico,2021,0.19399234620000003,25615769.0,1313069763986.597,0.7562650476,0.040190000000000003
Marshall Islands,2021,,,257784881.591797,,
Middle income,2021,0.14359625847953078,422591103.0,34266063721746.754,0.601928953830898,0.06197700771751343
North Macedonia,2021,0.2371377768,425646.0,14000283827.015379,0.8301821026999999,0.15801
Mali,2021,0.00662652877,301055.0,19309463508.037678,0.34490000000000004,0.0229
Malta,2021,0.4199313524,258012.0,18123718946.600567,0.8746977522,0.03403
Myanmar,2021,0.01659982909,522141.0,66345291160.16825,0.4402167324,0.0434
Middle East & North Africa (excluding high income),2021,0.09487960537153346,59599643.0,1535302141067.3823,0.7340081351205522,0.1170537219511535
Montenegro,2021,0.2998858024,189519.0,5861427505.124932,0.8221969752,0.16543
Mongolia,2021,0.1136540551,399237.0,15286441737.668615,0.8160682285,0.07747
Northern Mariana Islands,2021,,20000.0,,,
Mozambique,2021,0.00204180107,59682.0,16168055475.085007,0.1737283681,0.03984
Mauritania,2021,0.00416448717,58094.0,9222536364.012722,0.5875818983,0.11068
Mauritius,2021,0.2532113341,469100.0,11484348766.043383,0.6758,0.07719000000000001
Malawi,2021,0.0006623012000000001,12410.0,12580922008.209608,0.2440560063,0.05585
Malaysia,2021,0.11122040910000001,8247100.0,373832428055.4486,0.967514278,0.0464
North America,2021,0.37834045820910667,109627000.0,25608789788464.152,0.9186313226516795,0.05592996056941507
Namibia,2021,0.03530342655,91869.0,12402486183.639603,0.5297347880000001,0.20876999999999998
New Caledonia,2021,0.191104934,46000.0,10071349663.848383,,0.12537
Niger,2021,0.0004751963,58000.0,14915002436.069025,0.2238613931,0.00819
Nigeria,2021,0.00030888749,106385.0,440838992188.47797,0.5536371347,0.05393
Nicaragua,2021,0.04378195004,207577.0,14144067555.656649,0.5714684935,0.06064
Netherlands,2021,0.4350765777,5024000.0,1029678338329.4408,0.9205298013,0.0421
Norway,2021,0.4498139097,234319.0,503367986030.26776,0.990000036,0.04369
Nepal,2021,0.04228401748,726000.0,36924841394.26049,0.5163135771999999,0.12315
Nauru,2021,,,175390280.69161984,0.8393521594000001,
New Zealand,2021,0.35111374329999995,908000.0,253644079784.97665,0.9591020269,0.037759999999999995
OECD members,2021,0.34318516938816307,442702548.0,58899843230643.73,0.8738720082870358,0.061938013057532874
Oman,2021,0.1158529555,572166.0,88191977373.21198,0.9638007503999999,0.019
Other small states,2021,0.1597965920867033,2195311.0,208006924432.8395,0.7403222871201453,0.08735611955467901
Pakistan,2021,0.01274416609,2831852.0,348516647445.14844,0.210372074,0.06338
Panama,2021,0.1481812079,876308.0,67406738100.0,0.6750972799999999,0.10453
Peru,2021,0.08907379378,2135170.0,226354278280.88464,0.7110782643,0.05097
Philippines,2021,0.08450743134,4672737.0,394087359848.11,0.5267573808,0.03398
Palau,2021,,8000.0,229858184.814453,,
Papua New Guinea,2021,0.00211067219,166000.0,26113333240.233334,0.3205416291,0.029060000000000002
Poland,2021,0.2265728329,5311658.0,681346077608.6073,0.8537490905999999,0.03363
Pre-demographic dividend,2021,0.01041485286438081,5672632.0,1435824208115.6304,0.35173082917525456,0.05883609005764374
Puerto Rico,2021,,726739.0,106426600000.0,0.8478666398999999,0.079
"Korea, Dem. People's Rep.",2021,,1180000.0,,,0.03134
Portugal,2021,0.4192145599,5319439.0,255534839405.899,0.8230902804,0.06577
Paraguay,2021,0.1078023073,203971.0,39950899938.74815,0.7701838621,0.07311
West Bank and Gaza,2021,0.07955428828,485829.0,18109000000.0,0.8183,0.2639
Pacific island small states,2021,0.0167904879323406,92978.0,9493809706.882942,0.6523708552921366,0.036047441565557406
Post-demographic dividend,2021,0.3756196702103314,399733595.0,55588775180110.45,0.8928684740519476,0.05795790662172785
French Polynesia,2021,0.2459379276,134094.0,6150640646.383186,,0.12492
Qatar,2021,0.11601961879999999,460240.0,179732009560.43954,1.0,0.0014000000000000002
Romania,2021,0.3156312214,2606000.0,285810244501.93335,0.835904265,0.0559
Russian Federation,2021,0.23728569319999998,23864124.0,1843392293734.3777,0.8821384578,0.04715
Rwanda,2021,0.00236980132,11893.0,11069280277.00701,0.3046181693,0.15793
South Asia,2021,0.023883004115003277,30671699.0,4079882760410.172,0.4258726466683196,0.06445897193331812
Saudi Arabia,2021,0.2945214845,6594631.0,874156000000.0,1.0,0.06621
Sudan,2021,0.00066640089,131485.0,34229513774.993607,,0.11466
Senegal,2021,0.012343275229999999,261440.0,27520784129.750805,0.5805481906,0.03368
Singapore,2021,0.2569070166,1901400.0,434111559282.8491,0.9692468155999999,0.0464
Solomon Islands,2021,0.0014127266899999998,7000.0,1522794913.091401,0.36131954,0.00866
Sierra Leone,2021,2.185107e-05,269.0,4249234704.01866,,0.03516
El Salvador,2021,0.09714709795,856090.0,29043140000.0,0.6288028717,0.04327
San Marino,2021,0.35559770049999995,16000.0,1855382833.1164992,0.748623274,
Somalia,2021,0.00697309983,91000.0,9838711529.458477,,0.19553
Serbia,2021,0.2619255897,2540276.0,63101042897.70703,0.8116588116,0.10061
Sub-Saharan Africa (excluding high income),2021,0.006192540583102984,6705439.0,1931278037791.8655,0.35857285510117615,0.06696819298753943
South Sudan,2021,1.860764e-05,,,,0.13868
Sub-Saharan Africa,2021,0.006226929834439302,6724207.0,1932765211586.671,0.3586173873293458,0.06696819298753945
Small states,2021,0.14494982897271674,2861566.0,254207327038.41492,0.7368056807658278,0.08682239215149573
Sao Tome and Principe,2021,0.01534241418,2619.0,524402450.75561225,0.5120409155,0.15042
Suriname,2021,0.20059414279999999,119977.0,3081401725.888325,0.6593980141,0.08459
Slovak Republic,2021,0.3257696661,577390.0,118563266602.35857,0.8892560523,0.06894
Slovenia,2021,0.31691697220000004,695486.0,61832201543.82846,0.8900399524,0.04747
Sweden,2021,0.4063631014,1261073.0,639714956069.4681,0.946703163,0.08721999999999999
Eswatini,2021,0.025834730530000002,40046.0,4850842540.992672,0.5891291568,0.35707
Sint Maarten (Dutch part),2021,,,1353071061.452514,,
Seychelles,2021,0.3877148493,18768.0,1487173794.8052788,0.8159307191,
Syrian Arab Republic,2021,0.07389654286,2821171.0,8980060818.721447,,0.14795999999999998
Turks and Caicos Islands,2021,,4000.0,1045782453.5755001,,
Chad,2021,0.0,5294.0,11779981332.159998,0.17868879199999999,0.015109999999999998
East Asia & Pacific (IDA & IBRD countries),2021,0.2819045463345328,212919526.0,20814269278438.438,0.7028875229773337,0.041424957877683556
Europe & Central Asia (IDA & IBRD countries),2021,0.2178786608561606,70564209.0,4623633114358.754,0.8373837049105382,0.067278540306834
Togo,2021,0.0076956987799999994,54469.0,8342243645.944384,0.3498405528,0.022850000000000002
Thailand,2021,0.1734741433,4634000.0,506256494297.33966,0.8526956666,0.012150000000000001
Tajikistan,2021,0.00061538058,502000.0,8937805347.13963,,0.07253
Turkmenistan,2021,0.04565572691,801721.0,50007428571.42857,,0.04452
Latin America & the Caribbean (IDA & IBRD countries),2021,0.17006394164696018,89095057.0,5310337203631.617,0.7619295658263947,0.0930145763900851
Timor-Leste,2021,0.00010371386,1876.0,3621958000.0,0.3945131242,0.02344
Middle East & North Africa (IDA & IBRD countries),2021,0.09507322339225091,59113814.0,1517193141067.382,0.7327587142407072,0.11541943103677782
Tonga,2021,0.06425384608,10824.0,469228219.6657909,0.7158657963999999,0.021110000000000004
South Asia (IDA & IBRD),2021,0.023883004115003277,30671699.0,4079882760410.172,0.4258726466683196,0.06445897193331813
Sub-Saharan Africa (IDA & IBRD countries),2021,0.006226929834439302,6724207.0,1932765211586.6707,0.3586173873293458,0.06696819298753943
Trinidad and Tobago,2021,0.2430989019,341434.0,24496505940.66731,0.79,0.04446
Tunisia,2021,0.1220666714,1659093.0,46812290143.34397,0.7898965145,0.16505
Turkiye,2021,0.21392686019999999,12310016.0,819865253669.6614,0.8140843744999999,0.11968999999999999
Tuvalu,2021,0.04016422706,2000.0,60196405.71383929,0.7158657963999999,
Tanzania,2021,0.01954834986,71834.0,70655628147.89859,0.3163313086,0.02806
Uganda,2021,0.0008392111100000001,105086.0,40529788744.05949,0.1034242044,0.03422
Ukraine,2021,0.18267794240000002,2282786.0,199765859570.9353,0.7921829353,0.09834
Upper middle income,2021,0.25916775904758504,354853727.0,27373038582479.266,0.7374747480469356,0.06316159640008202
Uruguay,2021,0.322642765,1236980.0,60760798595.54362,0.9007384089,0.09301
United States,2021,0.37354862769999997,97819000.0,23594031000000.0,0.9175320833,0.05349
